Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range,code,Start Date
1,Anxiety Disorder,By State,Maryland,Maryland,12,July 16 - July 21,33.2,29.8,36.7,29.8 - 36.7,32.3-35.5,MD,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,12,July 16 - July 21,39.3,35.1,43.6,35.1 - 43.6,37.2-40.5,MD,16-Jul
2,Depressive Disorder,By State,Maryland,Maryland,13,Aug 19 - Aug 31,21.3,18.6,24.3,18.6 - 24.3,21.0-23.8,MD,19-Aug
2,Anxiety Disorder,By State,Maryland,Maryland,13,Aug 19 - Aug 31,30.9,28.2,33.7,28.2 - 33.7,30.7-33.3,MD,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,13,Aug 19 - Aug 31,34.1,31.1,37.3,31.1 - 37.3,33.3-35.6,MD,19-Aug
2,Depressive Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,23.3,20.6,26.2,20.6 - 26.2,23.3-26.5,MD,2-Sep
2,Anxiety Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,29.8,26.6,33.1,26.6 - 33.1,29.1-31.1,MD,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,35.4,32.1,38.7,32.1 - 38.7,35.4-38.1,MD,2-Sep
2,Depressive Disorder,By State,Maryland,Maryland,15,Sep 16 - Sep 28,20.3,18.1,22.7,18.1 - 22.7,17.0-21.5,MD,16-Sep
2,Anxiety Disorder,By State,Maryland,Maryland,15,Sep 16 - Sep 28,30.6,27.6,33.7,27.6 - 33.7,29.3-31.5,MD,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,15,Sep 16 - Sep 28,35.3,32.7,38,32.7 - 38.0,33.4-36.2,MD,16-Sep
2,Depressive Disorder,By State,Maryland,Maryland,16,Sep 30 - Oct 12,24.4,21.8,27.2,21.8 - 27.2,22.5-24.4,MD,30-Sep
2,Anxiety Disorder,By State,Maryland,Maryland,16,Sep 30 - Oct 12,30.6,28.3,33.1,28.3 - 33.1,29.5-31.7,MD,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,16,Sep 30 - Oct 12,36.9,33.8,40.1,33.8 - 40.1,36.7-38.8,MD,30-Sep
2,Depressive Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,23.8,20.7,27.2,20.7 - 27.2,22.5-25.2,MD,14-Oct
2,Anxiety Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,33,29.5,36.6,29.5 - 36.6,32.6-34.8,MD,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,37.1,33.6,40.7,33.6 - 40.7,35.5-37.1,MD,14-Oct
1,Depressive Disorder,By State,Massachusetts,Massachusetts,1,Apr 23 - May 5,25.9,22.7,29.4,22.7 - 29.4,24.1 - 28.7,MA,23-Apr
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,1,Apr 23 - May 5,37,33.3,40.7,33.3 - 40.7,31.7 - 37.0,MA,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,Apr 23 - May 5,40.6,36.9,44.4,36.9 - 44.4,36.8 - 41.4,MA,23-Apr
1,Depressive Disorder,By State,Massachusetts,Massachusetts,2,May 7 - May 12,18.9,15.2,23,15.2 - 23.0,16.7 - 20.6,MA,7-May
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,2,May 7 - May 12,28.7,24.5,33.3,24.5 - 33.3,26.3 - 28.7,MA,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2,May 7 - May 12,31,26.5,35.8,26.5 - 35.8,30.6 - 33.4,MA,7-May
1,Depressive Disorder,By State,Massachusetts,Massachusetts,3,May 14 - May 19,22.8,20.4,25.4,20.4 - 25.4,20.8-23.2,MA,14-May
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,3,May 14 - May 19,27.4,24.1,30.9,24.1 - 30.9,25.3-27.4,MA,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3,May 14 - May 19,32,28.8,35.4,28.8 - 35.4,29.8-32.5,MA,14-May
1,Depressive Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,20.3,16.9,24,16.9 - 24.0,17.2-20.9,MA,21-May
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,25.5,22,29.2,22.0 - 29.2,24.8-28.6,MA,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,29.5,25.8,33.4,25.8 - 33.4,24.8-29.5,MA,21-May
1,Depressive Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,20.3,17.2,23.7,17.2 - 23.7,17.0-21.4,MA,28-May
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,26.7,23.7,29.8,23.7 - 29.8,18.4-26.7,MA,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,29.9,26.6,33.3,26.6 - 33.3,26.0-31.6,MA,28-May
1,Depressive Disorder,By State,Massachusetts,Massachusetts,6,June 4 - June 9,21.8,17.4,26.8,17.4 - 26.8,21.3-25.0,MA,4-Jun
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,6,June 4 - June 9,26.1,21.7,30.9,21.7 - 30.9,20.2-26.4,MA,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,6,June 4 - June 9,31,26.6,35.7,26.6 - 35.7,23.0-31.0,MA,4-Jun
1,Depressive Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,17,13.7,20.8,13.7 - 20.8,14.3-21.7,MA,11-Jun
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,27.3,23.6,31.3,23.6 - 31.3,22.7-27.3,MA,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,29.2,25.5,33.2,25.5 - 33.2,25.5-32.2,MA,11-Jun
1,Depressive Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,22.8,18.5,27.6,18.5 - 27.6,22.5-25.0,MA,18-Jun
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,27.9,24.2,31.8,24.2 - 31.8,27.8-30.8,MA,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,33.7,29.6,38,29.6 - 38.0,31.8-34.4,MA,18-Jun
1,Depressive Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,24.2,20.6,28.1,20.6 - 28.1,23.9-26.0,MA,25-Jun
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,28.7,25,32.6,25.0 - 32.6,25.1-29.4,MA,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,34.5,31.1,38,31.1 - 38.0,34.1-35.9,MA,25-Jun
1,Depressive Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,21.8,18.6,25.3,18.6 - 25.3,17.5-23.8,MA,2-Jul
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,30.1,26.3,34.2,26.3 - 34.2,25.7-31.3,MA,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,10,July 2 - July 7,33.4,29.4,37.5,29.4 - 37.5,30.9-34.8,MA,2-Jul
1,Depressive Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,23.8,20,27.9,20.0 - 27.9,17.7-24.0,MA,9-Jul
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,34.2,29.6,39,29.6 - 39.0,31.1-34.2,MA,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,38.2,33.5,43,33.5 - 43.0,34.8-38.3,MA,9-Jul
1,Depressive Disorder,By State,Massachusetts,Massachusetts,12,July 16 - July 21,23.7,19.8,28,19.8 - 28.0,20.5-25.9,MA,16-Jul
1,Anxiety Disorder,By State,Massachusetts,Massachusetts,12,July 16 - July 21,31.1,27.6,34.9,27.6 - 34.9,27.5-32.2,MA,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,12,July 16 - July 21,35.2,31,39.5,31.0 - 39.5,31.8-37.1,MA,16-Jul
2,Depressive Disorder,By State,Massachusetts,Massachusetts,13,Aug 19 - Aug 31,22.3,20.1,24.7,20.1 - 24.7,21.0-23.8,MA,19-Aug
2,Anxiety Disorder,By State,Massachusetts,Massachusetts,13,Aug 19 - Aug 31,31.5,28.8,34.2,28.8 - 34.2,30.7-33.3,MA,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,13,Aug 19 - Aug 31,35.8,33.4,38.3,33.4 - 38.3,35.7-38.2,MA,19-Aug
2,Depressive Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,20.5,17.8,23.3,17.8 - 23.3,17.4-21.7,MA,2-Sep
2,Anxiety Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,28.7,26.1,31.5,26.1 - 31.5,22.2-29.0,MA,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,32.7,30,35.5,30.0 - 35.5,26.3-33.1,MA,2-Sep
2,Depressive Disorder,By State,Massachusetts,Massachusetts,15,Sep 16 - Sep 28,23.2,20.3,26.3,20.3 - 26.3,21.6-24.0,MA,16-Sep
2,Anxiety Disorder,By State,Massachusetts,Massachusetts,15,Sep 16 - Sep 28,32.2,29,35.6,29.0 - 35.6,31.6-33.9,MA,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,15,Sep 16 - Sep 28,38.4,35,42,35.0 - 42.0,36.3-38.4,MA,16-Sep
2,Depressive Disorder,By State,Massachusetts,Massachusetts,16,Sep 30 - Oct 12,22.5,19.4,25.8,19.4 - 25.8,22.5-24.4,MA,30-Sep
2,Anxiety Disorder,By State,Massachusetts,Massachusetts,16,Sep 30 - Oct 12,34.2,31,37.6,31.0 - 37.6,34.0-39.3,MA,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,16,Sep 30 - Oct 12,37.6,34.3,41,34.3 - 41.0,36.7-38.8,MA,30-Sep
2,Depressive Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,25.3,22.4,28.3,22.4 - 28.3,25.3-27.3,MA,14-Oct
2,Anxiety Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,33.8,31,36.8,31.0 - 36.8,32.6-34.8,MA,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,37.8,34.8,41,34.8 - 41.0,37.2-39.6,MA,14-Oct
1,Depressive Disorder,By State,Michigan,Michigan,1,Apr 23 - May 5,25.5,22,29.4,22.0 - 29.4,24.1 - 28.7,MI,23-Apr
1,Anxiety Disorder,By State,Michigan,Michigan,1,Apr 23 - May 5,32.5,28.6,36.7,28.6 - 36.7,31.7 - 37.0,MI,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,Apr 23 - May 5,39.4,35.8,43.1,35.8 - 43.1,36.8 - 41.4,MI,23-Apr
1,Depressive Disorder,By State,Michigan,Michigan,2,May 7 - May 12,23.4,18.8,28.4,18.8 - 28.4,23.1 - 25.6,MI,7-May
1,Anxiety Disorder,By State,Michigan,Michigan,2,May 7 - May 12,27,22.4,32.1,22.4 - 32.1,26.3 - 28.7,MI,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2,May 7 - May 12,33.4,28.4,38.7,28.4 - 38.7,30.6 - 33.4,MI,7-May
1,Depressive Disorder,By State,Michigan,Michigan,3,May 14 - May 19,27.9,23.8,32.2,23.8 - 32.2,25.7-36.4,MI,14-May
1,Anxiety Disorder,By State,Michigan,Michigan,3,May 14 - May 19,28.5,24.4,32.9,24.4 - 32.9,27.5-28.8,MI,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3,May 14 - May 19,35,30.7,39.5,30.7 - 39.5,35.0-44.3,MI,14-May
1,Depressive Disorder,By State,Michigan,Michigan,4,May 21 - May 26,25.1,21.4,29.1,21.4 - 29.1,23.0-25.8,MI,21-May
1,Anxiety Disorder,By State,Michigan,Michigan,4,May 21 - May 26,27.5,23.7,31.5,23.7 - 31.5,24.8-28.6,MI,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,4,May 21 - May 26,32.8,28.7,37,28.7 - 37.0,29.6-33.1,MI,21-May
1,Depressive Disorder,By State,Michigan,Michigan,5,May 28 - June 2,25.9,22.8,29.2,22.8 - 29.2,24.4-26.8,MI,28-May
1,Anxiety Disorder,By State,Michigan,Michigan,5,May 28 - June 2,29,26.1,32,26.1 - 32.0,26.8-29.6,MI,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,5,May 28 - June 2,34.5,31.2,37.9,31.2 - 37.9,34.3-36.9,MI,28-May
1,Depressive Disorder,By State,Michigan,Michigan,6,June 4 - June 9,19.1,15.9,22.7,15.9 - 22.7,14.7-21.2,MI,4-Jun
1,Anxiety Disorder,By State,Michigan,Michigan,6,June 4 - June 9,24.6,21.4,28.1,21.4 - 28.1,20.2-26.4,MI,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,6,June 4 - June 9,28.1,24.6,31.9,24.6 - 31.9,23.0-31.0,MI,4-Jun
1,Depressive Disorder,By State,Michigan,Michigan,7,June 11 - June 16,21.4,18.1,24.9,18.1 - 24.9,14.3-21.7,MI,11-Jun
1,Anxiety Disorder,By State,Michigan,Michigan,7,June 11 - June 16,30.2,26.5,34.1,26.5 - 34.1,27.4-30.5,MI,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,7,June 11 - June 16,32.4,28.6,36.4,28.6 - 36.4,32.3-34.9,MI,11-Jun
1,Depressive Disorder,By State,Michigan,Michigan,8,June 18 - June 23,23.3,20.7,26.1,20.7 - 26.1,22.5-25.0,MI,18-Jun
1,Anxiety Disorder,By State,Michigan,Michigan,8,June 18 - June 23,27.4,24.9,30,24.9 - 30.0,21.3-27.7,MI,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,8,June 18 - June 23,31.9,29.2,34.7,29.2 - 34.7,31.8-34.4,MI,18-Jun
1,Depressive Disorder,By State,Michigan,Michigan,9,June 25 - June 30,23.5,19.9,27.4,19.9 - 27.4,19.0-23.8,MI,25-Jun
1,Anxiety Disorder,By State,Michigan,Michigan,9,June 25 - June 30,29.7,26.3,33.4,26.3 - 33.4,29.5-32.2,MI,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,9,June 25 - June 30,34.8,31.1,38.7,31.1 - 38.7,34.1-35.9,MI,25-Jun
1,Depressive Disorder,By State,Michigan,Michigan,10,July 2 - July 7,26.6,21.9,31.7,21.9 - 31.7,23.9-26.7,MI,2-Jul
1,Anxiety Disorder,By State,Michigan,Michigan,10,July 2 - July 7,31.1,27.1,35.3,27.1 - 35.3,25.7-31.3,MI,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,10,July 2 - July 7,36.7,32.2,41.2,32.2 - 41.2,34.9-38.0,MI,2-Jul
1,Depressive Disorder,By State,Michigan,Michigan,11,July 9 - July 14,23,20,26.2,20.0 - 26.2,17.7-24.0,MI,9-Jul
1,Anxiety Disorder,By State,Michigan,Michigan,11,July 9 - July 14,31.7,27.6,36.1,27.6 - 36.1,31.1-34.2,MI,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,11,July 9 - July 14,35.6,31.8,39.5,31.8 - 39.5,34.8-38.3,MI,9-Jul
1,Depressive Disorder,By State,Michigan,Michigan,12,July 16 - July 21,28.6,24.9,32.5,24.9 - 32.5,26.0-29.3,MI,16-Jul
1,Anxiety Disorder,By State,Michigan,Michigan,12,July 16 - July 21,36.3,31.5,41.3,31.5 - 41.3,35.6-38.4,MI,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,12,July 16 - July 21,40.7,35.7,45.7,35.7 - 45.7,40.6-43.5,MI,16-Jul
2,Depressive Disorder,By State,Michigan,Michigan,13,Aug 19 - Aug 31,24.1,21,27.4,21.0 - 27.4,23.9-25.7,MI,19-Aug
2,Anxiety Disorder,By State,Michigan,Michigan,13,Aug 19 - Aug 31,30.6,27.8,33.5,27.8 - 33.5,28.5-30.6,MI,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,13,Aug 19 - Aug 31,36.7,33.5,39.8,33.5 - 39.8,35.7-38.2,MI,19-Aug
2,Depressive Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,23.4,21.1,25.8,21.1 - 25.8,23.3-26.5,MI,2-Sep
2,Anxiety Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,32.4,29.1,35.8,29.1 - 35.8,31.2-33.4,MI,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,36.2,33,39.4,33.0 - 39.4,35.4-38.1,MI,2-Sep
2,Depressive Disorder,By State,Michigan,Michigan,15,Sep 16 - Sep 28,21,18.1,24.1,18.1 - 24.1,17.0-21.5,MI,16-Sep
2,Anxiety Disorder,By State,Michigan,Michigan,15,Sep 16 - Sep 28,28.6,25.6,31.8,25.6 - 31.8,22.5-29.2,MI,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,15,Sep 16 - Sep 28,33.2,30.3,36.2,30.3 - 36.2,27.3-33.3,MI,16-Sep
2,Depressive Disorder,By State,Michigan,Michigan,16,Sep 30 - Oct 12,25.6,22.1,29.4,22.1 - 29.4,24.5-26.0,MI,30-Sep
2,Anxiety Disorder,By State,Michigan,Michigan,16,Sep 30 - Oct 12,32.9,29.3,36.7,29.3 - 36.7,31.8-33.9,MI,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,16,Sep 30 - Oct 12,37,33.2,40.8,33.2 - 40.8,36.7-38.8,MI,30-Sep
2,Depressive Disorder,By State,Michigan,Michigan,17,Oct 14 - Oct 26,25.8,21.9,29.9,21.9 - 29.9,25.3-27.3,MI,14-Oct
2,Anxiety Disorder,By State,Michigan,Michigan,17,Oct 14 - Oct 26,31.3,27.6,35.2,27.6 - 35.2,30.4-32.5,MI,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,17,Oct 14 - Oct 26,37,32.9,41.3,32.9 - 41.3,35.5-37.1,MI,14-Oct
1,Depressive Disorder,By State,Minnesota,Minnesota,1,Apr 23 - May 5,20.4,17.7,23.4,17.7 - 23.4,16.5 - 20.7,MN,23-Apr
1,Anxiety Disorder,By State,Minnesota,Minnesota,1,Apr 23 - May 5,28.5,25.2,32,25.2 - 32.0,27.9 - 30.3,MN,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1,Apr 23 - May 5,32.4,29.1,35.9,29.1 - 35.9,25.6 - 33.3,MN,23-Apr
1,Depressive Disorder,By State,Minnesota,Minnesota,2,May 7 - May 12,18.4,13.8,23.9,13.8 - 23.9,16.7 - 20.6,MN,7-May
1,Anxiety Disorder,By State,Minnesota,Minnesota,2,May 7 - May 12,22.9,18.4,27.9,18.4 - 27.9,20.3 - 26.2,MN,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2,May 7 - May 12,27.2,22.2,32.6,22.2 - 32.6,26.1 - 30.5,MN,7-May
1,Depressive Disorder,By State,Minnesota,Minnesota,3,May 14 - May 19,20,16.5,23.9,16.5 - 23.9,18.1-20.7,MN,14-May
1,Anxiety Disorder,By State,Minnesota,Minnesota,3,May 14 - May 19,27.1,22.7,31.9,22.7 - 31.9,25.3-27.4,MN,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3,May 14 - May 19,29.7,25.2,34.5,25.2 - 34.5,23.8-29.7,MN,14-May
1,Depressive Disorder,By State,Minnesota,Minnesota,4,May 21 - May 26,17.7,14.1,21.8,14.1 - 21.8,17.2-20.9,MN,21-May
1,Anxiety Disorder,By State,Minnesota,Minnesota,4,May 21 - May 26,22.8,19.4,26.6,19.4 - 26.6,19.6-24.7,MN,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,4,May 21 - May 26,26.1,22.4,30,22.4 - 30.0,24.8-29.5,MN,21-May
1,Depressive Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,19.1,16.2,22.1,16.2 - 22.1,17.0-21.4,MN,28-May
1,Anxiety Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,27.5,24.4,30.8,24.4 - 30.8,26.8-29.6,MN,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,30,26.8,33.4,26.8 - 33.4,26.0-31.6,MN,28-May
1,Depressive Disorder,By State,Minnesota,Minnesota,6,June 4 - June 9,19.7,16.1,23.7,16.1 - 23.7,14.7-21.2,MN,4-Jun
1,Anxiety Disorder,By State,Minnesota,Minnesota,6,June 4 - June 9,27.5,23.7,31.4,23.7 - 31.4,26.5-29.8,MN,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,6,June 4 - June 9,31,27.2,35.1,27.2 - 35.1,23.0-31.0,MN,4-Jun
1,Depressive Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,19.9,15,25.7,15.0 - 25.7,14.3-21.7,MN,11-Jun
1,Anxiety Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,28,23.1,33.4,23.1 - 33.4,27.4-30.5,MN,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,30.5,25.2,36.1,25.2 - 36.1,25.5-32.2,MN,11-Jun
1,Depressive Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,21.5,17.3,26,17.3 - 26.0,15.7-22.4,MN,18-Jun
1,Anxiety Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,25,20.7,29.7,20.7 - 29.7,21.3-27.7,MN,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,30.6,26.2,35.4,26.2 - 35.4,24.6-31.7,MN,18-Jun
1,Depressive Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,22.3,18.2,26.8,18.2 - 26.8,19.0-23.8,MN,25-Jun
1,Anxiety Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,25.1,21,29.6,21.0 - 29.6,25.1-29.4,MN,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,29.9,25.2,35,25.2 - 35.0,29.2-34.0,MN,25-Jun
1,Depressive Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,20.9,17,25.3,17.0 - 25.3,17.5-23.8,MN,2-Jul
1,Anxiety Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,27.6,23.8,31.7,23.8 - 31.7,25.7-31.3,MN,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,10,July 2 - July 7,31.1,27.2,35.1,27.2 - 35.1,30.9-34.8,MN,2-Jul
1,Depressive Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,22,18.2,26.2,18.2 - 26.2,17.7-24.0,MN,9-Jul
1,Anxiety Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,27.5,23.4,31.8,23.4 - 31.8,23.8-31.0,MN,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,31.5,27.5,35.8,27.5 - 35.8,28.0-34.7,MN,9-Jul
1,Depressive Disorder,By State,Minnesota,Minnesota,12,July 16 - July 21,24.2,20.8,27.9,20.8 - 27.9,20.5-25.9,MN,16-Jul
1,Anxiety Disorder,By State,Minnesota,Minnesota,12,July 16 - July 21,32.2,28.4,36.3,28.4 - 36.3,27.5-32.2,MN,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,12,July 16 - July 21,35.7,31.8,39.8,31.8 - 39.8,31.8-37.1,MN,16-Jul
2,Depressive Disorder,By State,Minnesota,Minnesota,13,Aug 19 - Aug 31,18.3,15.9,20.9,15.9 - 20.9,15.2-20.9,MN,19-Aug
2,Anxiety Disorder,By State,Minnesota,Minnesota,13,Aug 19 - Aug 31,28.6,26.2,31.1,26.2 - 31.1,28.5-30.6,MN,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,13,Aug 19 - Aug 31,31.8,29.2,34.4,29.2 - 34.4,24.2-33.2,MN,19-Aug
2,Depressive Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,18.6,16.2,21.2,16.2 - 21.2,17.4-21.7,MN,2-Sep
2,Anxiety Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,26,23.5,28.7,23.5 - 28.7,22.2-29.0,MN,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,30.6,28,33.3,28.0 - 33.3,26.3-33.1,MN,2-Sep
2,Depressive Disorder,By State,Minnesota,Minnesota,15,Sep 16 - Sep 28,17.4,15.1,20,15.1 - 20.0,17.0-21.5,MN,16-Sep
2,Anxiety Disorder,By State,Minnesota,Minnesota,15,Sep 16 - Sep 28,26.9,24.4,29.6,24.4 - 29.6,22.5-29.2,MN,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,15,Sep 16 - Sep 28,30.5,28,33.1,28.0 - 33.1,27.3-33.3,MN,16-Sep
2,Depressive Disorder,By State,Minnesota,Minnesota,16,Sep 30 - Oct 12,19.9,16.9,23.2,16.9 - 23.2,16.6-22.4,MN,30-Sep
2,Anxiety Disorder,By State,Minnesota,Minnesota,16,Sep 30 - Oct 12,26.2,23.4,29.1,23.4 - 29.1,24.7-29.4,MN,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,16,Sep 30 - Oct 12,30.7,27.6,34,27.6 - 34.0,27.8-34.3,MN,30-Sep
2,Depressive Disorder,By State,Minnesota,Minnesota,17,Oct 14 - Oct 26,19.3,16.7,22.1,16.7 - 22.1,19.3-22.4,MN,14-Oct
2,Anxiety Disorder,By State,Minnesota,Minnesota,17,Oct 14 - Oct 26,25.9,22.9,29.1,22.9 - 29.1,24.2-30.3,MN,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,17,Oct 14 - Oct 26,30.6,27.7,33.6,27.7 - 33.6,28.7-35.4,MN,14-Oct
1,Depressive Disorder,By State,Mississippi,Mississippi,1,Apr 23 - May 5,22.9,18.7,27.6,18.7 - 27.6,22.2 - 24.0,MS,23-Apr
1,Anxiety Disorder,By State,Mississippi,Mississippi,1,Apr 23 - May 5,30.3,24.7,36.3,24.7 - 36.3,27.9 - 30.3,MS,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1,Apr 23 - May 5,34.5,28.8,40.5,28.8 - 40.5,33.4 - 34.7,MS,23-Apr
